running job: 3
/home-mscluster/erex/anaconda3/envs/swav/lib/python3.9/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
INFO - 02/18/23 03:15:36 - 0:00:00 - ============ Initialized logger ============
INFO - 02/18/23 03:15:36 - 0:00:00 - arch: resnet50
                                     batch_size: 32
                                     data_path: /home-mscluster/erex/research_project/datasets/Covidx-CT
                                     decay_epochs: [60, 80]
                                     dist_url: env://
                                     dump_checkpoints: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3/checkpoints
                                     dump_path: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     epochs: 100
                                     final_lr: 0
                                     gamma: 0.1
                                     global_pooling: True
                                     gpu_to_work_on: 0
                                     is_slurm_job: True
                                     local_rank: 0
                                     lr: 0.3
                                     nesterov: False
                                     num_labels: 2
                                     pretrained: /home-mscluster/erex/research_project/models/swav/experiments/pre-training/saving_dir3/checkpoint.pth.tar
                                     rank: 0
                                     scheduler_type: cosine
                                     seed: 31
                                     use_bn: False
                                     wd: 1e-06
                                     workers: 10
                                     world_size: 1
INFO - 02/18/23 03:15:36 - 0:00:00 - The experiment will be stored in /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     

INFO - 02/18/23 03:18:43 - 0:03:06 - Building data done
INFO - 02/18/23 03:19:16 - 0:03:40 - Load pretrained model with msg: _IncompatibleKeys(missing_keys=[], unexpected_keys=['projection_head.0.weight', 'projection_head.0.bias', 'projection_head.1.weight', 'projection_head.1.bias', 'projection_head.1.running_mean', 'projection_head.1.running_var', 'projection_head.1.num_batches_tracked', 'projection_head.3.weight', 'projection_head.3.bias', 'prototypes.weight'])
INFO - 02/18/23 03:19:16 - 0:03:40 - ============ Starting epoch 0 ... ============
[W reducer.cpp:1251] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
INFO - 02/18/23 03:19:49 - 0:04:13 - Epoch[0] - Iter: [0/11173]	Time 33.155 (33.155)	Data 2.332 (2.332)	Loss 0.6042 (0.6042)	Prec 87.500 (87.500)	LR 0.3
INFO - 02/19/23 11:41:26 - 1 day, 8:25:50 - Epoch[23] - Iter: [3750/11173]	Time 0.025 (0.547)	Data 0.000 (0.522)	Loss 1.8293 (1.7910)	Prec 90.625 (86.516)	LR 0.26251666044456895
INFO - 02/19/23 11:41:50 - 1 day, 8:26:14 - Epoch[23] - Iter: [3800/11173]	Time 0.025 (0.546)	Data 0.000 (0.521)	Loss 2.1559 (1.7833)	Prec 87.500 (86.541)	LR 0.26251666044456895
INFO - 02/19/23 11:42:10 - 1 day, 8:26:34 - Epoch[23] - Iter: [3850/11173]	Time 0.025 (0.544)	Data 0.000 (0.519)	Loss 4.8186 (1.7897)	Prec 81.250 (86.521)	LR 0.26251666044456895
INFO - 02/19/23 11:42:38 - 1 day, 8:27:02 - Epoch[23] - Iter: [3900/11173]	Time 0.025 (0.544)	Data 0.000 (0.519)	Loss 1.7797 (1.7861)	Prec 84.375 (86.539)	LR 0.26251666044456895
INFO - 02/19/23 11:43:07 - 1 day, 8:27:31 - Epoch[23] - Iter: [3950/11173]	Time 0.025 (0.545)	Data 0.000 (0.520)	Loss 1.4854 (1.7847)	Prec 81.250 (86.541)	LR 0.26251666044456895
INFO - 02/19/23 11:43:32 - 1 day, 8:27:56 - Epoch[23] - Iter: [4000/11173]	Time 0.024 (0.544)	Data 0.000 (0.519)	Loss 3.9646 (1.7908)	Prec 53.125 (86.515)	LR 0.26251666044456895
INFO - 02/19/23 11:43:56 - 1 day, 8:28:19 - Epoch[23] - Iter: [4050/11173]	Time 0.025 (0.543)	Data 0.000 (0.518)	Loss 1.0582 (1.7895)	Prec 90.625 (86.539)	LR 0.26251666044456895
INFO - 02/19/23 11:44:23 - 1 day, 8:28:47 - Epoch[23] - Iter: [4100/11173]	Time 0.025 (0.543)	Data 0.000 (0.518)	Loss 0.1922 (1.7861)	Prec 93.750 (86.528)	LR 0.26251666044456895
INFO - 02/19/23 11:44:52 - 1 day, 8:29:16 - Epoch[23] - Iter: [4150/11173]	Time 0.025 (0.544)	Data 0.000 (0.519)	Loss 0.4271 (1.7811)	Prec 93.750 (86.535)	LR 0.26251666044456895
INFO - 02/19/23 11:45:27 - 1 day, 8:29:51 - Epoch[23] - Iter: [4200/11173]	Time 0.025 (0.545)	Data 0.000 (0.521)	Loss 0.3455 (1.7813)	Prec 96.875 (86.517)	LR 0.26251666044456895
INFO - 02/19/23 11:45:53 - 1 day, 8:30:17 - Epoch[23] - Iter: [4250/11173]	Time 0.025 (0.545)	Data 0.000 (0.520)	Loss 0.9527 (1.7758)	Prec 87.500 (86.538)	LR 0.26251666044456895
INFO - 02/19/23 11:46:24 - 1 day, 8:30:48 - Epoch[23] - Iter: [4300/11173]	Time 0.025 (0.546)	Data 0.000 (0.521)	Loss 0.7607 (1.7769)	Prec 81.250 (86.523)	LR 0.26251666044456895
INFO - 02/19/23 11:47:00 - 1 day, 8:31:24 - Epoch[23] - Iter: [4350/11173]	Time 0.025 (0.548)	Data 0.000 (0.523)	Loss 1.6586 (1.7782)	Prec 84.375 (86.520)	LR 0.26251666044456895
INFO - 02/19/23 11:47:33 - 1 day, 8:31:57 - Epoch[23] - Iter: [4400/11173]	Time 0.025 (0.549)	Data 0.000 (0.525)	Loss 1.7914 (1.7776)	Prec 87.500 (86.533)	LR 0.26251666044456895
INFO - 02/19/23 11:48:00 - 1 day, 8:32:24 - Epoch[23] - Iter: [4450/11173]	Time 0.025 (0.549)	Data 0.000 (0.525)	Loss 1.7406 (1.7735)	Prec 78.125 (86.547)	LR 0.26251666044456895
INFO - 02/19/23 11:48:25 - 1 day, 8:32:49 - Epoch[23] - Iter: [4500/11173]	Time 0.025 (0.549)	Data 0.000 (0.524)	Loss 2.9539 (1.7764)	Prec 90.625 (86.544)	LR 0.26251666044456895
INFO - 02/19/23 11:48:53 - 1 day, 8:33:16 - Epoch[23] - Iter: [4550/11173]	Time 0.025 (0.549)	Data 0.000 (0.524)	Loss 0.5822 (1.7768)	Prec 93.750 (86.552)	LR 0.26251666044456895
INFO - 02/19/23 11:49:16 - 1 day, 8:33:40 - Epoch[23] - Iter: [4600/11173]	Time 0.025 (0.548)	Data 0.000 (0.523)	Loss 3.2924 (1.7733)	Prec 90.625 (86.567)	LR 0.26251666044456895
INFO - 02/19/23 11:49:48 - 1 day, 8:34:11 - Epoch[23] - Iter: [4650/11173]	Time 0.025 (0.549)	Data 0.000 (0.524)	Loss 1.1551 (1.7733)	Prec 78.125 (86.554)	LR 0.26251666044456895
INFO - 02/19/23 11:50:12 - 1 day, 8:34:36 - Epoch[23] - Iter: [4700/11173]	Time 1.024 (0.548)	Data 1.000 (0.523)	Loss 4.7061 (1.7719)	Prec 90.625 (86.564)	LR 0.26251666044456895
INFO - 02/19/23 11:50:35 - 1 day, 8:34:59 - Epoch[23] - Iter: [4750/11173]	Time 2.197 (0.547)	Data 2.172 (0.522)	Loss 0.6044 (1.7824)	Prec 93.750 (86.536)	LR 0.26251666044456895
INFO - 02/19/23 11:51:01 - 1 day, 8:35:25 - Epoch[23] - Iter: [4800/11173]	Time 4.353 (0.547)	Data 4.328 (0.522)	Loss 1.5698 (1.7841)	Prec 93.750 (86.509)	LR 0.26251666044456895
INFO - 02/19/23 11:51:25 - 1 day, 8:35:48 - Epoch[23] - Iter: [4850/11173]	Time 4.785 (0.546)	Data 4.760 (0.521)	Loss 0.6942 (1.7886)	Prec 90.625 (86.496)	LR 0.26251666044456895
INFO - 02/19/23 11:51:50 - 1 day, 8:36:14 - Epoch[23] - Iter: [4900/11173]	Time 6.205 (0.546)	Data 6.180 (0.521)	Loss 0.0446 (1.7845)	Prec 96.875 (86.503)	LR 0.26251666044456895
INFO - 02/19/23 11:52:12 - 1 day, 8:36:36 - Epoch[23] - Iter: [4950/11173]	Time 4.067 (0.545)	Data 4.042 (0.520)	Loss 2.2105 (1.7806)	Prec 87.500 (86.518)	LR 0.26251666044456895
INFO - 02/19/23 11:52:32 - 1 day, 8:36:56 - Epoch[23] - Iter: [5000/11173]	Time 3.359 (0.543)	Data 3.334 (0.518)	Loss 1.5846 (1.7767)	Prec 87.500 (86.528)	LR 0.26251666044456895
INFO - 02/19/23 11:52:59 - 1 day, 8:37:22 - Epoch[23] - Iter: [5050/11173]	Time 5.458 (0.543)	Data 5.433 (0.518)	Loss 1.6671 (1.7825)	Prec 84.375 (86.512)	LR 0.26251666044456895
INFO - 02/19/23 11:53:24 - 1 day, 8:37:47 - Epoch[23] - Iter: [5100/11173]	Time 4.972 (0.543)	Data 4.947 (0.518)	Loss 0.6660 (1.7809)	Prec 81.250 (86.512)	LR 0.26251666044456895
INFO - 02/19/23 11:53:45 - 1 day, 8:38:08 - Epoch[23] - Iter: [5150/11173]	Time 4.043 (0.542)	Data 4.018 (0.517)	Loss 0.3027 (1.7768)	Prec 93.750 (86.521)	LR 0.26251666044456895
INFO - 02/19/23 11:54:14 - 1 day, 8:38:37 - Epoch[23] - Iter: [5200/11173]	Time 6.184 (0.542)	Data 6.159 (0.517)	Loss 1.2181 (1.7728)	Prec 87.500 (86.527)	LR 0.26251666044456895
INFO - 02/19/23 11:54:43 - 1 day, 8:39:06 - Epoch[23] - Iter: [5250/11173]	Time 3.994 (0.542)	Data 3.969 (0.517)	Loss 0.7913 (1.7737)	Prec 87.500 (86.525)	LR 0.26251666044456895
INFO - 02/19/23 11:55:06 - 1 day, 8:39:30 - Epoch[23] - Iter: [5300/11173]	Time 4.269 (0.542)	Data 4.244 (0.517)	Loss 1.5429 (1.7731)	Prec 84.375 (86.520)	LR 0.26251666044456895
INFO - 02/19/23 11:55:26 - 1 day, 8:39:49 - Epoch[23] - Iter: [5350/11173]	Time 2.375 (0.540)	Data 2.350 (0.515)	Loss 1.7529 (1.7721)	Prec 81.250 (86.518)	LR 0.26251666044456895
INFO - 02/19/23 11:55:46 - 1 day, 8:40:09 - Epoch[23] - Iter: [5400/11173]	Time 0.148 (0.539)	Data 0.124 (0.514)	Loss 0.7351 (1.7700)	Prec 93.750 (86.519)	LR 0.26251666044456895
INFO - 02/19/23 11:56:12 - 1 day, 8:40:36 - Epoch[23] - Iter: [5450/11173]	Time 0.024 (0.539)	Data 0.000 (0.514)	Loss 0.5590 (1.7652)	Prec 90.625 (86.543)	LR 0.26251666044456895
INFO - 02/19/23 11:56:43 - 1 day, 8:41:06 - Epoch[23] - Iter: [5500/11173]	Time 0.025 (0.539)	Data 0.000 (0.515)	Loss 2.3506 (1.7627)	Prec 90.625 (86.552)	LR 0.26251666044456895
INFO - 02/19/23 11:57:11 - 1 day, 8:41:35 - Epoch[23] - Iter: [5550/11173]	Time 0.024 (0.540)	Data 0.000 (0.515)	Loss 2.0953 (1.7665)	Prec 87.500 (86.537)	LR 0.26251666044456895
INFO - 02/19/23 11:57:43 - 1 day, 8:42:06 - Epoch[23] - Iter: [5600/11173]	Time 0.025 (0.540)	Data 0.000 (0.516)	Loss 3.3739 (1.7637)	Prec 87.500 (86.543)	LR 0.26251666044456895
INFO - 02/19/23 11:58:05 - 1 day, 8:42:29 - Epoch[23] - Iter: [5650/11173]	Time 0.025 (0.540)	Data 0.000 (0.515)	Loss 2.1728 (1.7642)	Prec 81.250 (86.542)	LR 0.26251666044456895
INFO - 02/19/23 11:58:27 - 1 day, 8:42:50 - Epoch[23] - Iter: [5700/11173]	Time 0.568 (0.539)	Data 0.544 (0.514)	Loss 1.3197 (1.7719)	Prec 93.750 (86.531)	LR 0.26251666044456895
INFO - 02/19/23 11:59:02 - 1 day, 8:43:25 - Epoch[23] - Iter: [5750/11173]	Time 0.025 (0.540)	Data 0.000 (0.515)	Loss 1.6950 (1.7821)	Prec 87.500 (86.503)	LR 0.26251666044456895
INFO - 02/19/23 11:59:31 - 1 day, 8:43:55 - Epoch[23] - Iter: [5800/11173]	Time 0.025 (0.541)	Data 0.000 (0.516)	Loss 0.8939 (1.7832)	Prec 81.250 (86.488)	LR 0.26251666044456895
INFO - 02/19/23 11:59:53 - 1 day, 8:44:16 - Epoch[23] - Iter: [5850/11173]	Time 0.254 (0.540)	Data 0.230 (0.515)	Loss 3.0729 (1.7824)	Prec 87.500 (86.495)	LR 0.26251666044456895
INFO - 02/19/23 12:00:15 - 1 day, 8:44:39 - Epoch[23] - Iter: [5900/11173]	Time 0.577 (0.539)	Data 0.553 (0.514)	Loss 0.1381 (1.7806)	Prec 93.750 (86.493)	LR 0.26251666044456895
INFO - 02/19/23 12:00:39 - 1 day, 8:45:03 - Epoch[23] - Iter: [5950/11173]	Time 2.757 (0.538)	Data 2.732 (0.514)	Loss 1.2516 (1.7875)	Prec 90.625 (86.485)	LR 0.26251666044456895
INFO - 02/19/23 12:01:05 - 1 day, 8:45:29 - Epoch[23] - Iter: [6000/11173]	Time 2.269 (0.538)	Data 2.244 (0.513)	Loss 1.1715 (1.7912)	Prec 81.250 (86.491)	LR 0.26251666044456895
INFO - 02/19/23 12:01:24 - 1 day, 8:45:48 - Epoch[23] - Iter: [6050/11173]	Time 0.442 (0.537)	Data 0.418 (0.512)	Loss 3.5743 (1.7890)	Prec 81.250 (86.505)	LR 0.26251666044456895
INFO - 02/19/23 12:01:51 - 1 day, 8:46:15 - Epoch[23] - Iter: [6100/11173]	Time 0.374 (0.537)	Data 0.350 (0.512)	Loss 2.5516 (1.7928)	Prec 81.250 (86.504)	LR 0.26251666044456895
INFO - 02/19/23 12:02:16 - 1 day, 8:46:39 - Epoch[23] - Iter: [6150/11173]	Time 0.759 (0.537)	Data 0.735 (0.512)	Loss 0.9995 (1.8017)	Prec 90.625 (86.490)	LR 0.26251666044456895
INFO - 02/19/23 12:02:39 - 1 day, 8:47:03 - Epoch[23] - Iter: [6200/11173]	Time 0.266 (0.536)	Data 0.242 (0.511)	Loss 5.3528 (1.8046)	Prec 71.875 (86.481)	LR 0.26251666044456895
INFO - 02/19/23 12:03:04 - 1 day, 8:47:28 - Epoch[23] - Iter: [6250/11173]	Time 0.905 (0.536)	Data 0.881 (0.511)	Loss 0.4158 (1.8041)	Prec 93.750 (86.489)	LR 0.26251666044456895
INFO - 02/19/23 12:03:28 - 1 day, 8:47:52 - Epoch[23] - Iter: [6300/11173]	Time 0.558 (0.535)	Data 0.534 (0.510)	Loss 2.4257 (1.8034)	Prec 87.500 (86.488)	LR 0.26251666044456895
INFO - 02/19/23 12:03:51 - 1 day, 8:48:14 - Epoch[23] - Iter: [6350/11173]	Time 0.025 (0.535)	Data 0.000 (0.510)	Loss 0.7524 (1.7995)	Prec 96.875 (86.501)	LR 0.26251666044456895
INFO - 02/19/23 12:04:20 - 1 day, 8:48:44 - Epoch[23] - Iter: [6400/11173]	Time 0.025 (0.535)	Data 0.000 (0.510)	Loss 1.3250 (1.7980)	Prec 90.625 (86.499)	LR 0.26251666044456895
INFO - 02/19/23 12:04:41 - 1 day, 8:49:05 - Epoch[23] - Iter: [6450/11173]	Time 0.025 (0.534)	Data 0.000 (0.509)	Loss 0.0194 (1.8021)	Prec 100.000 (86.484)	LR 0.26251666044456895
INFO - 02/19/23 12:05:00 - 1 day, 8:49:23 - Epoch[23] - Iter: [6500/11173]	Time 0.025 (0.533)	Data 0.000 (0.508)	Loss 2.3580 (1.8028)	Prec 93.750 (86.483)	LR 0.26251666044456895
INFO - 02/19/23 12:05:29 - 1 day, 8:49:53 - Epoch[23] - Iter: [6550/11173]	Time 0.025 (0.533)	Data 0.000 (0.508)	Loss 2.8468 (1.8049)	Prec 71.875 (86.468)	LR 0.26251666044456895
INFO - 02/19/23 12:05:59 - 1 day, 8:50:22 - Epoch[23] - Iter: [6600/11173]	Time 0.024 (0.534)	Data 0.000 (0.509)	Loss 3.2632 (1.8090)	Prec 87.500 (86.464)	LR 0.26251666044456895
INFO - 02/19/23 12:06:23 - 1 day, 8:50:47 - Epoch[23] - Iter: [6650/11173]	Time 0.025 (0.533)	Data 0.000 (0.509)	Loss 0.6477 (1.8070)	Prec 87.500 (86.471)	LR 0.26251666044456895
INFO - 02/19/23 12:06:44 - 1 day, 8:51:08 - Epoch[23] - Iter: [6700/11173]	Time 0.025 (0.533)	Data 0.000 (0.508)	Loss 1.2191 (1.8065)	Prec 93.750 (86.479)	LR 0.26251666044456895
INFO - 02/19/23 12:07:08 - 1 day, 8:51:32 - Epoch[23] - Iter: [6750/11173]	Time 0.024 (0.532)	Data 0.000 (0.507)	Loss 1.4368 (1.8057)	Prec 90.625 (86.466)	LR 0.26251666044456895
INFO - 02/19/23 12:07:34 - 1 day, 8:51:57 - Epoch[23] - Iter: [6800/11173]	Time 0.025 (0.532)	Data 0.000 (0.507)	Loss 1.2019 (1.8031)	Prec 87.500 (86.479)	LR 0.26251666044456895
INFO - 02/19/23 12:08:02 - 1 day, 8:52:26 - Epoch[23] - Iter: [6850/11173]	Time 0.025 (0.532)	Data 0.000 (0.508)	Loss 0.7872 (1.8031)	Prec 93.750 (86.476)	LR 0.26251666044456895
INFO - 02/19/23 12:08:28 - 1 day, 8:52:52 - Epoch[23] - Iter: [6900/11173]	Time 0.025 (0.532)	Data 0.000 (0.507)	Loss 2.1052 (1.8003)	Prec 78.125 (86.476)	LR 0.26251666044456895
INFO - 02/19/23 12:08:58 - 1 day, 8:53:22 - Epoch[23] - Iter: [6950/11173]	Time 2.055 (0.533)	Data 2.030 (0.508)	Loss 2.7034 (1.8011)	Prec 81.250 (86.468)	LR 0.26251666044456895
INFO - 02/19/23 12:09:26 - 1 day, 8:53:49 - Epoch[23] - Iter: [7000/11173]	Time 3.387 (0.533)	Data 3.362 (0.508)	Loss 0.7097 (1.8013)	Prec 90.625 (86.466)	LR 0.26251666044456895
INFO - 02/19/23 12:10:04 - 1 day, 8:54:28 - Epoch[23] - Iter: [7050/11173]	Time 3.947 (0.534)	Data 3.922 (0.510)	Loss 1.7846 (1.7984)	Prec 87.500 (86.468)	LR 0.26251666044456895
INFO - 02/19/23 12:10:29 - 1 day, 8:54:53 - Epoch[23] - Iter: [7100/11173]	Time 1.631 (0.534)	Data 1.607 (0.509)	Loss 2.2385 (1.7962)	Prec 78.125 (86.473)	LR 0.26251666044456895
INFO - 02/19/23 12:10:54 - 1 day, 8:55:18 - Epoch[23] - Iter: [7150/11173]	Time 0.025 (0.534)	Data 0.000 (0.509)	Loss 1.6443 (1.7952)	Prec 87.500 (86.477)	LR 0.26251666044456895
INFO - 02/19/23 12:11:28 - 1 day, 8:55:52 - Epoch[23] - Iter: [7200/11173]	Time 0.025 (0.535)	Data 0.000 (0.510)	Loss 0.9862 (1.7932)	Prec 78.125 (86.486)	LR 0.26251666044456895
INFO - 02/19/23 12:11:52 - 1 day, 8:56:15 - Epoch[23] - Iter: [7250/11173]	Time 0.025 (0.535)	Data 0.000 (0.510)	Loss 1.4725 (1.8045)	Prec 87.500 (86.464)	LR 0.26251666044456895
INFO - 02/19/23 12:12:18 - 1 day, 8:56:42 - Epoch[23] - Iter: [7300/11173]	Time 0.024 (0.535)	Data 0.000 (0.510)	Loss 0.4505 (1.8040)	Prec 87.500 (86.465)	LR 0.26251666044456895
INFO - 02/19/23 12:12:41 - 1 day, 8:57:05 - Epoch[23] - Iter: [7350/11173]	Time 0.025 (0.534)	Data 0.000 (0.509)	Loss 2.2875 (1.8043)	Prec 75.000 (86.463)	LR 0.26251666044456895
INFO - 02/19/23 12:13:08 - 1 day, 8:57:31 - Epoch[23] - Iter: [7400/11173]	Time 0.025 (0.534)	Data 0.000 (0.509)	Loss 1.7557 (1.8032)	Prec 90.625 (86.468)	LR 0.26251666044456895
INFO - 02/19/23 12:13:46 - 1 day, 8:58:09 - Epoch[23] - Iter: [7450/11173]	Time 0.025 (0.536)	Data 0.000 (0.511)	Loss 1.1813 (1.8023)	Prec 90.625 (86.471)	LR 0.26251666044456895
INFO - 02/19/23 12:14:22 - 1 day, 8:58:46 - Epoch[23] - Iter: [7500/11173]	Time 0.025 (0.537)	Data 0.000 (0.512)	Loss 1.4842 (1.8014)	Prec 93.750 (86.475)	LR 0.26251666044456895
INFO - 02/19/23 12:14:44 - 1 day, 8:59:07 - Epoch[23] - Iter: [7550/11173]	Time 0.024 (0.536)	Data 0.000 (0.511)	Loss 7.8636 (1.8006)	Prec 75.000 (86.473)	LR 0.26251666044456895
INFO - 02/19/23 12:15:07 - 1 day, 8:59:31 - Epoch[23] - Iter: [7600/11173]	Time 0.024 (0.536)	Data 0.000 (0.511)	Loss 1.8622 (1.7994)	Prec 87.500 (86.482)	LR 0.26251666044456895
INFO - 02/19/23 12:15:43 - 1 day, 9:00:07 - Epoch[23] - Iter: [7650/11173]	Time 0.025 (0.537)	Data 0.000 (0.512)	Loss 0.6393 (1.7962)	Prec 93.750 (86.488)	LR 0.26251666044456895
INFO - 02/19/23 12:16:12 - 1 day, 9:00:35 - Epoch[23] - Iter: [7700/11173]	Time 0.025 (0.537)	Data 0.000 (0.512)	Loss 0.7780 (1.7970)	Prec 81.250 (86.477)	LR 0.26251666044456895
INFO - 02/19/23 12:16:39 - 1 day, 9:01:03 - Epoch[23] - Iter: [7750/11173]	Time 0.025 (0.537)	Data 0.000 (0.512)	Loss 1.4565 (1.7946)	Prec 81.250 (86.476)	LR 0.26251666044456895
INFO - 02/19/23 12:17:03 - 1 day, 9:01:27 - Epoch[23] - Iter: [7800/11173]	Time 0.025 (0.537)	Data 0.000 (0.512)	Loss 1.0098 (1.7930)	Prec 90.625 (86.480)	LR 0.26251666044456895
INFO - 02/19/23 12:17:36 - 1 day, 9:01:59 - Epoch[23] - Iter: [7850/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 0.5609 (1.7909)	Prec 87.500 (86.481)	LR 0.26251666044456895
INFO - 02/19/23 12:18:09 - 1 day, 9:02:33 - Epoch[23] - Iter: [7900/11173]	Time 0.024 (0.538)	Data 0.000 (0.514)	Loss 0.1448 (1.7882)	Prec 93.750 (86.485)	LR 0.26251666044456895
INFO - 02/19/23 12:18:42 - 1 day, 9:03:05 - Epoch[23] - Iter: [7950/11173]	Time 0.025 (0.539)	Data 0.000 (0.514)	Loss 3.2190 (1.7844)	Prec 90.625 (86.496)	LR 0.26251666044456895
INFO - 02/19/23 12:19:10 - 1 day, 9:03:34 - Epoch[23] - Iter: [8000/11173]	Time 0.025 (0.539)	Data 0.000 (0.514)	Loss 1.5611 (1.7849)	Prec 90.625 (86.498)	LR 0.26251666044456895
INFO - 02/19/23 12:19:38 - 1 day, 9:04:02 - Epoch[23] - Iter: [8050/11173]	Time 0.024 (0.539)	Data 0.000 (0.515)	Loss 2.1893 (1.7843)	Prec 84.375 (86.501)	LR 0.26251666044456895
INFO - 02/19/23 12:20:00 - 1 day, 9:04:24 - Epoch[23] - Iter: [8100/11173]	Time 0.024 (0.539)	Data 0.000 (0.514)	Loss 2.6809 (1.7820)	Prec 90.625 (86.507)	LR 0.26251666044456895
INFO - 02/19/23 12:20:28 - 1 day, 9:04:51 - Epoch[23] - Iter: [8150/11173]	Time 0.025 (0.539)	Data 0.000 (0.514)	Loss 2.6786 (1.7880)	Prec 84.375 (86.487)	LR 0.26251666044456895
INFO - 02/19/23 12:20:50 - 1 day, 9:05:14 - Epoch[23] - Iter: [8200/11173]	Time 0.025 (0.538)	Data 0.000 (0.514)	Loss 2.4081 (1.7873)	Prec 84.375 (86.492)	LR 0.26251666044456895
INFO - 02/19/23 12:21:14 - 1 day, 9:05:38 - Epoch[23] - Iter: [8250/11173]	Time 0.024 (0.538)	Data 0.000 (0.513)	Loss 3.3387 (1.7909)	Prec 78.125 (86.486)	LR 0.26251666044456895
INFO - 02/19/23 12:21:45 - 1 day, 9:06:09 - Epoch[23] - Iter: [8300/11173]	Time 0.024 (0.538)	Data 0.000 (0.514)	Loss 1.0438 (1.7927)	Prec 87.500 (86.485)	LR 0.26251666044456895
INFO - 02/19/23 12:22:08 - 1 day, 9:06:32 - Epoch[23] - Iter: [8350/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 3.7221 (1.7984)	Prec 81.250 (86.470)	LR 0.26251666044456895
INFO - 02/19/23 12:22:34 - 1 day, 9:06:57 - Epoch[23] - Iter: [8400/11173]	Time 0.024 (0.538)	Data 0.000 (0.513)	Loss 0.6661 (1.7993)	Prec 87.500 (86.465)	LR 0.26251666044456895
INFO - 02/19/23 12:23:01 - 1 day, 9:07:24 - Epoch[23] - Iter: [8450/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 0.1315 (1.7986)	Prec 96.875 (86.467)	LR 0.26251666044456895
INFO - 02/19/23 12:23:25 - 1 day, 9:07:49 - Epoch[23] - Iter: [8500/11173]	Time 0.024 (0.538)	Data 0.000 (0.513)	Loss 1.8015 (1.8007)	Prec 84.375 (86.466)	LR 0.26251666044456895
INFO - 02/19/23 12:23:52 - 1 day, 9:08:16 - Epoch[23] - Iter: [8550/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 1.4669 (1.8024)	Prec 84.375 (86.463)	LR 0.26251666044456895
INFO - 02/19/23 12:24:16 - 1 day, 9:08:40 - Epoch[23] - Iter: [8600/11173]	Time 0.024 (0.537)	Data 0.000 (0.512)	Loss 0.2488 (1.8054)	Prec 93.750 (86.447)	LR 0.26251666044456895
INFO - 02/19/23 12:24:49 - 1 day, 9:09:13 - Epoch[23] - Iter: [8650/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 7.3206 (1.8035)	Prec 78.125 (86.456)	LR 0.26251666044456895
INFO - 02/19/23 12:25:21 - 1 day, 9:09:45 - Epoch[23] - Iter: [8700/11173]	Time 0.025 (0.539)	Data 0.000 (0.514)	Loss 1.0177 (1.8033)	Prec 90.625 (86.453)	LR 0.26251666044456895
INFO - 02/19/23 12:25:48 - 1 day, 9:10:12 - Epoch[23] - Iter: [8750/11173]	Time 0.025 (0.539)	Data 0.000 (0.514)	Loss 2.3378 (1.8019)	Prec 84.375 (86.451)	LR 0.26251666044456895
INFO - 02/19/23 12:26:10 - 1 day, 9:10:34 - Epoch[23] - Iter: [8800/11173]	Time 0.024 (0.538)	Data 0.000 (0.513)	Loss 0.4492 (1.8010)	Prec 90.625 (86.451)	LR 0.26251666044456895
INFO - 02/19/23 12:26:33 - 1 day, 9:10:56 - Epoch[23] - Iter: [8850/11173]	Time 0.025 (0.537)	Data 0.000 (0.513)	Loss 2.0128 (1.8007)	Prec 81.250 (86.448)	LR 0.26251666044456895
INFO - 02/19/23 12:27:04 - 1 day, 9:11:28 - Epoch[23] - Iter: [8900/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 0.6928 (1.7984)	Prec 90.625 (86.459)	LR 0.26251666044456895
INFO - 02/19/23 12:27:33 - 1 day, 9:11:56 - Epoch[23] - Iter: [8950/11173]	Time 0.025 (0.538)	Data 0.000 (0.513)	Loss 2.5212 (1.7970)	Prec 75.000 (86.459)	LR 0.26251666044456895
INFO - 02/19/23 12:28:00 - 1 day, 9:12:24 - Epoch[23] - Iter: [9000/11173]	Time 0.024 (0.538)	Data 0.000 (0.513)	Loss 1.9138 (1.7969)	Prec 68.750 (86.459)	LR 0.26251666044456895
INFO - 02/19/23 12:28:36 - 1 day, 9:13:00 - Epoch[23] - Iter: [9050/11173]	Time 0.025 (0.539)	Data 0.000 (0.514)	Loss 0.2209 (1.7955)	Prec 93.750 (86.463)	LR 0.26251666044456895
